Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1981-01-23,0.11472004127319915,0.11515621536605085,0.11428386718034746,0.11428386718034744,11222400,0.0,0.0
1981-01-26,0.1129753537049964,0.1129753537049964,0.11253917962312697,0.11253917962312698,24640000,0.0,0.0
1981-01-27,0.11253920984767016,0.11253920984767016,0.11166687309741972,0.11166687309741974,23699200,0.0,0.0
1981-01-28,0.10861366468194375,0.10861366468194375,0.10817749053239822,0.10817749053239822,28156800,0.0,0.0
1981-01-29,0.10468814011109927,0.10468814011109927,0.10425196588039398,0.10425196588039398,43904000,0.0,0.0
1981-01-30,0.09945330492961849,0.09945330492961849,0.09858095645904541,0.09858095645904541,46188800,0.0,0.0
1981-02-02,0.09334689023392788,0.09334689023392788,0.09291072189807892,0.09291072189807892,23766400,0.0,0.0
1981-02-03,0.09640011191368103,0.09683628034017176,0.09640011191368103,0.09640011191368103,19152000,0.0,0.0
1981-02-04,0.09988946467638016,0.10032562720062813,0.09988946467638016,0.09988946467638016,27865600,0.0,0.0
1981-02-05,0.09988946467638016,0.10076180137264953,0.09988946467638016,0.09988946467638016,7929600,0.0,0.0
1981-02-06,0.10032564401626587,0.10076181826139469,0.10032564401626587,0.10032564401626587,13865600,0.0,0.0
1981-02-09,0.09596392389632756,0.09596392389632756,0.09509158134460449,0.09509158134460449,16755200,0.0,0.0
1981-02-10,0.09509158134460449,0.0955277555324095,0.09509158134460449,0.09509158134460449,18345600,0.0,0.0
1981-02-11,0.09247457639279251,0.09247457639279251,0.09203840792179109,0.09203840792179108,13843200,0.0,0.0
1981-02-12,0.09160219911059801,0.09160219911059801,0.09116524457931519,0.09116524457931519,14560000,0.0,0.0
1981-02-13,0.08985672750855384,0.08985672750855384,0.08898438513278961,0.08898438513278961,11155200,0.0,0.0
1981-02-17,0.09116524457931519,0.09160219911059801,0.09116524457931519,0.09116524457931519,12275200,0.0,0.0
1981-02-18,0.09509158134460449,0.09596392389632756,0.09509158134460449,0.09509158134460449,19241600,0.0,0.0
1981-02-19,0.08985675360031367,0.08985675360031367,0.08942057937383652,0.08942057937383652,22310400,0.0,0.0
1981-02-20,0.08505888523731028,0.08505888523731028,0.08462271094322205,0.08462271094322205,24371200,0.0,0.0
1981-02-23,0.0859312042593956,0.0863673784625331,0.0859312042593956,0.0859312042593956,14112000,0.0,0.0
1981-02-24,0.08375033601292661,0.08375033601292661,0.08287799358367919,0.0828779935836792,16979200,0.0,0.0
1981-02-25,0.08811206370592117,0.08854823208556069,0.08811206370592117,0.08811206370592117,19488000,0.0,0.0
1981-02-26,0.08942057937383652,0.08985675360031367,0.08942057937383652,0.08942057937383652,10841600,0.0,0.0
1981-02-27,0.09247453510761261,0.0933468774840473,0.09247453510761261,0.09247453510761261,14761600,0.0,0.0
1981-03-02,0.09291072189807892,0.09334689023392788,0.09291072189807892,0.09291072189807892,11760000,0.0,0.0
1981-03-03,0.0920383878806581,0.0920383878806581,0.09160221368074417,0.09160221368074417,16172800,0.0,0.0
1981-03-04,0.0911652484658356,0.0911652484658356,0.09072908014059067,0.09072908014059067,13708800,0.0,0.0
1981-03-05,0.09072909738447696,0.09072909738447696,0.09029292315244675,0.09029292315244675,5376000,0.0,0.0
1981-03-06,0.09029292200290338,0.09029292200290338,0.08942057937383652,0.08942057937383652,11603200,0.0,0.0
1981-03-09,0.08287800495807683,0.08287800495807683,0.08244183659553528,0.08244183659553528,15321600,0.0,0.0
1981-03-10,0.07895169809410439,0.07895169809410439,0.07851552963256836,0.07851552963256836,28380800,0.0,0.0
1981-03-11,0.07633463146276873,0.07633463146276873,0.07546228915452957,0.07546228915452957,29859200,0.0,0.0
1981-03-12,0.07851552963256836,0.07895169809410439,0.07851552963256836,0.07851552963256836,59248000,0.0,0.0
