"stamp","symbol","open","high","low","close","volume"
"2022-05-27 17:20:00","AAPL","149.79","149.8","149.78","149.78","8781"
"2022-05-27 17:25:00","AAPL","149.8","149.8","149.7705","149.79","9062"
"2022-05-27 17:30:00","AAPL","149.79","149.86","149.78","149.788","10923"
"2022-05-27 17:35:00","AAPL","149.8","149.8","149.7801","149.8","5476"
"2022-05-27 17:40:00","AAPL","149.8","149.8","149.7734","149.79","2087"
"2022-05-27 17:45:00","AAPL","149.8","149.8","149.79","149.7999","11926"
"2022-05-27 17:50:00","AAPL","149.79","149.84","149.79","149.84","7205"
"2022-05-27 17:55:00","AAPL","149.8","149.85","149.8","149.85","2860"
"2022-05-27 18:00:00","AAPL","149.8301","149.84","149.8301","149.84","1468"
"2022-05-27 18:05:00","AAPL","149.84","149.84","149.8","149.81","1680"
"2022-05-27 18:10:00","AAPL","149.85","149.88","149.84","149.88","3396"
"2022-05-27 18:15:00","AAPL","149.9","149.9","149.85","149.85","1717"
"2022-05-27 18:20:00","AAPL","149.84","149.88","149.83","149.88","4396"
"2022-05-27 18:25:00","AAPL","149.88","149.9","149.88","149.88","2865"
"2022-05-27 18:30:00","AAPL","149.87","149.89","149.87","149.89","868"
"2022-05-27 18:35:00","AAPL","149.88","149.94","149.87","149.9101","2643"
"2022-05-27 18:40:00","AAPL","149.93","149.95","149.9","149.94","4148"
"2022-05-27 18:45:00","AAPL","149.94","150","149.94","150","10669"
"2022-05-27 18:50:00","AAPL","149.98","150","149.97","149.97","7970"
"2022-05-27 18:55:00","AAPL","149.99","150","149.97","149.99","8362"
"2022-05-27 19:00:00","AAPL","149.99","150","149.99","149.99","2731"
"2022-05-27 19:05:00","AAPL","149.99","150","149.97","149.99","5507"
"2022-05-27 19:10:00","AAPL","150","150","149.98","149.99","6429"
"2022-05-27 19:15:00","AAPL","150","150","149.98","149.98","3953"
"2022-05-27 19:20:00","AAPL","149.9899","150","149.98","149.99","2964"
"2022-05-27 19:25:00","AAPL","150","150","149.97","149.98","17969"
"2022-05-27 19:30:00","AAPL","149.99","149.99","149.98","149.99","9901"
"2022-05-27 19:35:00","AAPL","149.99","150","149.97","149.98","6252"
"2022-05-27 19:40:00","AAPL","149.99","150","149.99","150","9050"
"2022-05-27 19:45:00","AAPL","150","150","149.98","150","13135"
"2022-05-27 19:50:00","AAPL","150","150","149.99","150","14791"
"2022-05-27 19:55:00","AAPL","149.99","150","149.99","150","42100"
