,country,no_profiles,avg_profile_len,std_profile_len,female_ratio,avg_monthly_duration,total_monthly_duration,std_monthly_duration,avg_high_agreement,avg_low_agreement,avg_views,total_views,std_views,avg_questions,std_questions,total_questions,avg_answers,std_answers,total_answers,avg_comments,std_comments,total_comments,lon,lat
16,Bangladesh,48294,24.128119001919387,43.75152638844768,0.11367823381957658,1.4155075164616344,68360.51999999817,2.151311704952622,10.294922764732679,0.7628276804571996,13.171201391477203,636090,144.630063360315,5.566933277204799,13.860799736425813,52897.0,17.199122690416058,85.18308614162655,129389.0,25.975472160902626,110.33091905957889,211804.0,90.00386523825051,23.5031022
17,Barbados,166,27.842105263157894,56.02001857553251,0.10084033613445378,1.8163855421686743,301.5199999999999,2.6228874111689366,14.72289156626506,0.20481927710843373,6.614457831325301,1098,28.341138885737028,3.7115384615384617,5.467682372624023,193.0,4.2,7.218440437722068,147.0,10.404761904761905,18.227638520650146,437.0,-59.5250305,13.1500331
18,Belarus,9201,8.620666517557593,24.445852369658645,0.13904083449942756,2.8907553526790406,26597.83999999985,2.992148494671161,42.284316922073685,2.938267579610912,31.09357678513205,286092,180.67289937486555,6.844372990353698,18.90722109399933,21286.0,17.839804241435562,72.66848241690664,54679.0,29.74792427764862,122.80888060041815,89571.0,27.6971358,53.4250605
19,Belgium,19897,12.2129724685021,26.10199905664894,0.13574527969977718,3.178287681560037,63238.39000000006,3.341318480155986,46.201186108458565,4.983414585113334,48.914157913253256,973245,475.9048511956176,8.260910916199936,22.77513340560694,78173.0,25.66459868165956,165.07833316287093,198567.0,53.45508166969147,417.985708681097,471260.0,4.6667145,50.6402809
20,Belize,158,13.018518518518519,20.59079363864982,0.1693548387096774,1.744430379746836,275.62000000000006,2.476171406163509,2.5632911392405062,0.0379746835443038,6.443037974683544,1018,24.13879549680898,4.071428571428571,5.219068495257382,171.0,5.3,10.322890533446397,159.0,13.157894736842104,23.802709720590098,500.0,-88.7600927,16.8259793
21,Benin,686,18.681528662420384,34.32070433959887,0.13588110403397027,1.19413994169096,819.1799999999986,1.671752715694378,4.714285714285714,0.22011661807580174,6.82798833819242,4684,68.44636349261634,3.9174311926605503,10.736859703986644,427.0,7.453703703703703,20.154257572629945,805.0,12.268817204301076,37.29411300581012,1141.0,2.2584408,9.5293472
22,Bermuda,82,19.92156862745098,31.51878369306462,0.11267605633802817,3.942560975609755,323.2899999999999,4.165849048958114,60.646341463414636,6.048780487804878,40.951219512195124,3358,103.98906666639887,6.0,7.114449002936532,240.0,27.57894736842105,65.75492236386746,1048.0,36.925,80.10486316425553,1477.0,-64.7603583,32.3018217
23,Bhutan,261,10.381578947368421,17.711741570881287,0.19428571428571428,1.200114942528736,313.23000000000013,1.8455279592235563,6.992337164750958,0.3716475095785441,4.89272030651341,1277,20.641909960133052,5.15,7.670822995202589,309.0,6.157894736842105,11.199725662155261,234.0,13.796296296296296,26.880854960031503,745.0,90.5119273,27.549511
24,"Bolivia, Plurinational State of",1830,14.62368815592204,25.52989608644912,0.12887663680220537,2.3802786885245997,4355.910000000017,2.7888993576403807,15.649726775956283,0.9704918032786886,14.849180327868853,27174,109.39694620569135,5.619565217391305,20.30853646635628,2585.0,15.154347826086957,56.368110882043474,6971.0,21.705882352941178,66.95810143210296,9225.0,-64.9912286,-17.0568696
25,"Bonaire, Sint Eustatius and Saba",8,11.25,14.150971698084906,0.25,1.5687499999999999,12.549999999999999,2.962703579503019,0.625,0.0,6.375,51,6.968039281503186,4.6,2.966479394838265,23.0,2.0,1.7320508075688772,6.0,8.75,3.304037933599835,35.0,,
26,Bosnia and Herzegovina,3506,15.414407436096049,37.11602687761182,0.1617862371888726,1.970915573302927,6910.0300000000625,2.5494245363933676,26.151454649172848,1.3120365088419852,21.119224187107815,74044,122.81453742623917,6.284978540772532,15.88774482656169,7322.0,16.321090047393366,41.81476387087097,13775.0,25.56853725850966,75.15568031483619,27793.0,17.5961467,44.3053476
27,Botswana,556,14.962962962962964,22.832749263208065,0.26448362720403024,1.1237769784172655,624.8199999999996,1.9707292601568644,3.7320143884892087,0.18705035971223022,4.343525179856115,2415,19.97103247659837,4.845360824742268,6.4989425521028155,470.0,6.036363636363636,9.778971460653867,332.0,13.5125,23.8773202862179,1081.0,24.5928742,-23.1681782
